Id,MAT,TDR,TSN,MTWM,MTCM,TAR,MTWQ,MTDQ,MTAQ,MTCQ,MAP,PWM,PDM,PSN,PWQ,PDQ,PAQ,PCQ,AET,PET,NPP,ME,RE,CVE
582,21.2786999,16.3850002,440.9570007,32.7745018,4.2943802,28.4801998,25.4227009,15.2483997,25.4360008,15.2483997,385.6860046,80.2230988,0,91.0319977,216.5119934,3.9256201,205.3220062,3.9504099,367.5589905,1828.880005,381,1037,187,4.17
583,21.2754993,15.8133001,444.5690002,32.3297005,4.5271702,27.8024998,25.5198994,15.1976995,25.5198994,15.1976995,401.6690063,82.8677979,0.570248,91.2064972,226.9589996,4.5619798,226.7929993,4.5619798,372.3429871,1790.449951,412,985,402,5.31
584,21.2280998,15.9779997,467.5140076,32.4788017,4.0681,28.4106998,25.7495995,14.8458996,25.7497005,14.8458996,428.6279907,85.5372009,1.34711,88.847702,238.9170074,6,238.6609955,6,392.5400085,1741,434,938,424,5.5
585,21.3239994,16.1721992,477.5809937,32.8045006,3.9621799,28.8423996,25.9500008,14.8076,25.9507008,14.8076,422.355011,80.9338989,1.28099,87.634697,231.4790039,6.6363602,230.2890015,6.6363602,414.3009949,1683.910034,428,880,199,4.66
586,21.5450993,15.6310997,443.8340149,32.4705009,4.9060202,27.5645008,25.8285999,15.4794998,25.8285999,15.4794998,429.7269897,82.4876022,1.71074,89.2138977,236.4550018,7.4710698,236.3470001,7.4710698,434.8869934,1654.839966,378,839,230,3.99
587,20.7637005,14.7823,410.9500122,31.0858994,5.1581502,25.9277,24.7350998,15.1217003,24.7800007,15.1217003,474.6860046,94.2479019,1.53719,90.9378967,261.4460144,9.2561998,261.3059998,9.2561998,465.8659973,1596.729981,379,943,415,6.89
588,20.2222004,13.9200001,402.20401,30.2646999,5.4716702,24.7931004,24.2094002,14.6913004,24.2269993,14.6913004,483.9169922,95.7520981,1.97521,89.1286011,263.5450134,10.2974997,263.5450134,10.2974997,481.4949951,1562.780029,417,968,997,11.4
589,19.4244995,13.7444,376.8399963,29.1695004,5.1511402,24.0182991,23.2129993,14.2090998,23.2129993,14.2090998,538.132019,102.4550018,3.8429799,84.038002,283.5289917,15.2397003,283.5289917,15.2397003,559.5960083,1494.969971,458,1027,983,8.39
590,18.7938004,13.4188004,330.8880005,27.9727001,5.4363999,22.5363007,22.1499996,14.1801996,22.1499996,14.1801996,696.3969727,129.2480011,9,80.1266022,363.8840027,28.2479,363.8840027,28.2479,731.4370117,1428.030029,542,1015,399,8.05
591,20.2521,12.9063997,304.5329895,28.9850998,7.6094198,21.3757,23.4207001,16.0256996,23.4207001,16.0256996,806.2069702,159.5950012,11.4298,80.7413025,425.0079956,36.107399,425.0079956,36.107399,662.8400269,1415.180054,962,791,764,23.77
